A	Acc
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPN	Nom Plur Neut
NPNC	Nom Plur Neut Compar
NPNC	Nom Plur Neut Compar
NPNC	Nom Plur Neut Compar
NPNC	Nom Plur Neut Compar
NPNS	Nom Plur Neut Superlative
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NS	Nom Sing
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSF	Nom Sing Fem
NSFC	Nom Sing Fem Compar
NSFC	Nom Sing Fem Compar
NSFC	Nom Sing Fem Compar
NSFC	Nom Sing Fem Compar
NSFC	Nom Sing Fem Compar
NSFC	Nom Sing Fem Compar
NSFS	Nom Sing Fem Superlative
NSFS	Nom Sing Fem Superlative
NSFS	Nom Sing Fem Superlative
NSFS	Nom Sing Fem Superlative
NSFS	Nom Sing Fem Superlative
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSM	Nom Sing Masc
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMC	Nom Sing Masc Compar
NSMS	Nom Sing Masc Superlative
NSMS	Nom Sing Masc Superlative
NSMS	Nom Sing Masc Superlative
NSMS	Nom Sing Masc Superlative
NSMS	Nom Sing Masc Superlative
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSN	Nom Sing Neut
NSNC	Nom Sing Neut Compar
NSNC	Nom Sing Neut Compar
NSNC	Nom Sing Neut Compar
NSNC	Nom Sing Neut Compar
NSNC	Nom Sing Neut Compar
NSNC	Nom Sing Neut Compar
NSNS	Nom Sing Neut Superlative
NSNS	Nom Sing Neut Superlative
P	Pres
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2P	Pres Act Imperative 2nd Plur
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD2S	Pres Act Imperative 2nd Sing
PAD3P	Pres Act Imperative 3rd Plur
PAD3P	Pres Act Imperative 3rd Plur
PAD3P	Pres Act Imperative 3rd Plur
PAD3P	Pres Act Imperative 3rd Plur
PAD3P	Pres Act Imperative 3rd Plur
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAD3S	Pres Act Imperative 3rd Sing
PAI	Pres Act Ind
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1P	Pres Act Ind 1st Plur
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI1S	Pres Act Ind 1st Sing
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2P	Pres Act Ind 2nd Plur
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI2S	Pres Act Ind 2nd Sing
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3P	Pres Act Ind 3rd Plur
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAI3S	Pres Act Ind 3rd Sing
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAN	Pres Act Infin
PAO1S	Pres Act Opt 1st Sing
PAO2P	Pres Act Opt 2nd Plur
PAO2P	Pres Act Opt 2nd Plur
PAO3P	Pres Act Opt 3rd Plur
PAO3P	Pres Act Opt 3rd Plur
PAO3P	Pres Act Opt 3rd Plur
PAO3S	Pres Act Opt 3rd Sing
PAO3S	Pres Act Opt 3rd Sing
PAO3S	Pres Act Opt 3rd Sing
PAO3S	Pres Act Opt 3rd Sing
PAO3S	Pres Act Opt 3rd Sing
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPF	Pres Act Part Acc Plur Fem
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPM	Pres Act Part Acc Plur Masc
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPAPN	Pres Act Part Acc Plur Neut
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASF	Pres Act Part Acc Sing Fem
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASM	Pres Act Part Acc Sing Masc
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPASN	Pres Act Part Acc Sing Neut
PAPDPF	Pres Act Part Dat Plur Fem
PAPDPF	Pres Act Part Dat Plur Fem
PAPDPF	Pres Act Part Dat Plur Fem
PAPDPF	Pres Act Part Dat Plur Fem
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPM	Pres Act Part Dat Plur Masc
PAPDPN	Pres Act Part Dat Plur Neut
PAPDPN	Pres Act Part Dat Plur Neut
PAPDPN	Pres Act Part Dat Plur Neut
PAPDPN	Pres Act Part Dat Plur Neut
PAPDSF	Pres Act Part Dat Sing Fem
PAPDSF	Pres Act Part Dat Sing Fem
PAPDSF	Pres Act Part Dat Sing Fem
PAPDSF	Pres Act Part Dat Sing Fem
PAPDSF	Pres Act Part Dat Sing Fem
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSM	Pres Act Part Dat Sing Masc
PAPDSN	Pres Act Part Dat Sing Neut
PAPDSN	Pres Act Part Dat Sing Neut
PAPDSN	Pres Act Part Dat Sing Neut
PAPDSN	Pres Act Part Dat Sing Neut
PAPDSN	Pres Act Part Dat Sing Neut
PAPGPF	Pres Act Part Gen Plur Fem
PAPGPF	Pres Act Part Gen Plur Fem
PAPGPF	Pres Act Part Gen Plur Fem
PAPGPF	Pres Act Part Gen Plur Fem
PAPGPF	Pres Act Part Gen Plur Fem
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPM	Pres Act Part Gen Plur Masc
PAPGPN	Pres Act Part Gen Plur Neut
PAPGPN	Pres Act Part Gen Plur Neut
PAPGPN	Pres Act Part Gen Plur Neut
PAPGPN	Pres Act Part Gen Plur Neut
PAPGPN	Pres Act Part Gen Plur Neut
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSF	Pres Act Part Gen Sing Fem
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSM	Pres Act Part Gen Sing Masc
PAPGSN	Pres Act Part Gen Sing Neut
PAPGSN	Pres Act Part Gen Sing Neut
PAPGSN	Pres Act Part Gen Sing Neut
PAPGSN	Pres Act Part Gen Sing Neut
PAPGSN	Pres Act Part Gen Sing Neut
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPF	Pres Act Part Nom Plur Fem
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPM	Pres Act Part Nom Plur Masc
PAPNPN	Pres Act Part Nom Plur Neut
PAPNPN	Pres Act Part Nom Plur Neut
PAPNPN	Pres Act Part Nom Plur Neut
PAPNPN	Pres Act Part Nom Plur Neut
PAPNPN	Pres Act Part Nom Plur Neut
PAPNPN	Pres Act Part Nom Plur Neut
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSF	Pres Act Part Nom Sing Fem
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSM	Pres Act Part Nom Sing Masc
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPNSN	Pres Act Part Nom Sing Neut
PAPVPM	Pres Act Part Voc Plur Masc
PAPVPM	Pres Act Part Voc Plur Masc
PAPVPM	Pres Act Part Voc Plur Masc
PAPVPM	Pres Act Part Voc Plur Masc
PAPVSF	Pres Act Part Voc Sing Fem
PAPVSM	Pres Act Part Voc Sing Masc
PAPVSM	Pres Act Part Voc Sing Masc
PAS1P	Pres Act Subj 1st Plur
PAS1P	Pres Act Subj 1st Plur
PAS1P	Pres Act Subj 1st Plur
PAS1P	Pres Act Subj 1st Plur
PAS1P	Pres Act Subj 1st Plur
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS1S	Pres Act Subj 1st Sing
PAS2P	Pres Act Subj 2nd Plur
PAS2P	Pres Act Subj 2nd Plur
PAS2P	Pres Act Subj 2nd Plur
PAS2P	Pres Act Subj 2nd Plur
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS2S	Pres Act Subj 2nd Sing
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3P	Pres Act Subj 3rd Plur
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PAS3S	Pres Act Subj 3rd Sing
PMD2P	Pres Mid Imperative 2nd Plur
PMD2P	Pres Mid Imperative 2nd Plur
PMD2P	Pres Mid Imperative 2nd Plur
PMD2P	Pres Mid Imperative 2nd Plur
PMD2P	Pres Mid Imperative 2nd Plur
PMD2P	Pres Mid Imperative 2nd Plur
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD2S	Pres Mid Imperative 2nd Sing
PMD3P	Pres Mid Imperative 3rd Plur
PMD3P	Pres Mid Imperative 3rd Plur
PMD3P	Pres Mid Imperative 3rd Plur
PMD3P	Pres Mid Imperative 3rd Plur
PMD3P	Pres Mid Imperative 3rd Plur
PMD3S	Pres Mid Imperative 3rd Sing
PMD3S	Pres Mid Imperative 3rd Sing
PMD3S	Pres Mid Imperative 3rd Sing
PMD3S	Pres Mid Imperative 3rd Sing
PMD3S	Pres Mid Imperative 3rd Sing
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1P	Pres Mid Ind 1st Plur
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI1S	Pres Mid Ind 1st Sing
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2P	Pres Mid Ind 2nd Plur
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI2S	Pres Mid Ind 2nd Sing
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3P	Pres Mid Ind 3rd Plur
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMI3S	Pres Mid Ind 3rd Sing
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMN	Pres Mid Infin
PMO1S	Pres Mid Opt 1st Sing
PMO2S	Pres Mid Opt 2nd Sing
PMO2S	Pres Mid Opt 2nd Sing
PMO3P	Pres Mid Opt 3rd Plur
PMO3S	Pres Mid Opt 3rd Sing
PMO3S	Pres Mid Opt 3rd Sing
PMP3P	Pres Mid Part 3rd Plur
PMPAPF	Pres Mid Part Acc Plur Fem
PMPAPF	Pres Mid Part Acc Plur Fem
PMPAPF	Pres Mid Part Acc Plur Fem
PMPAPF	Pres Mid Part Acc Plur Fem
PMPAPF	Pres Mid Part Acc Plur Fem
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPM	Pres Mid Part Acc Plur Masc
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPAPN	Pres Mid Part Acc Plur Neut
PMPASF	Pres Mid Part Acc Sing Fem
PMPASF	Pres Mid Part Acc Sing Fem
PMPASF	Pres Mid Part Acc Sing Fem
PMPASF	Pres Mid Part Acc Sing Fem
PMPASF	Pres Mid Part Acc Sing Fem
PMPASF	Pres Mid Part Acc Sing Fem
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASM	Pres Mid Part Acc Sing Masc
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPASN	Pres Mid Part Acc Sing Neut
PMPDPF	Pres Mid Part Dat Plur Fem
PMPDPF	Pres Mid Part Dat Plur Fem
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPM	Pres Mid Part Dat Plur Masc
PMPDPN	Pres Mid Part Dat Plur Neut
PMPDPN	Pres Mid Part Dat Plur Neut
PMPDPN	Pres Mid Part Dat Plur Neut
PMPDPN	Pres Mid Part Dat Plur Neut
PMPDSF	Pres Mid Part Dat Sing Fem
PMPDSF	Pres Mid Part Dat Sing Fem
PMPDSF	Pres Mid Part Dat Sing Fem
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSM	Pres Mid Part Dat Sing Masc
PMPDSN	Pres Mid Part Dat Sing Neut
PMPDSN	Pres Mid Part Dat Sing Neut
PMPGPF	Pres Mid Part Gen Plur Fem
PMPGPF	Pres Mid Part Gen Plur Fem
PMPGPF	Pres Mid Part Gen Plur Fem
