A	Acc
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
XPN	Perf Pass Infin
XPN	Perf Pass Infin
XPN	Perf Pass Infin
XPN	Perf Pass Infin
XPPAPF	Perf Pass Part Acc Plur Fem
XPPAPF	Perf Pass Part Acc Plur Fem
XPPAPF	Perf Pass Part Acc Plur Fem
XPPAPF	Perf Pass Part Acc Plur Fem
XPPAPM	Perf Pass Part Acc Plur Masc
XPPAPM	Perf Pass Part Acc Plur Masc
XPPAPM	Perf Pass Part Acc Plur Masc
XPPAPM	Perf Pass Part Acc Plur Masc
XPPAPM	Perf Pass Part Acc Plur Masc
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPAPN	Perf Pass Part Acc Plur Neut
XPPASF	Perf Pass Part Acc Sing Fem
XPPASF	Perf Pass Part Acc Sing Fem
XPPASF	Perf Pass Part Acc Sing Fem
XPPASF	Perf Pass Part Acc Sing Fem
XPPASF	Perf Pass Part Acc Sing Fem
XPPASF	Perf Pass Part Acc Sing Fem
XPPASM	Perf Pass Part Acc Sing Masc
XPPASM	Perf Pass Part Acc Sing Masc
XPPASM	Perf Pass Part Acc Sing Masc
XPPASM	Perf Pass Part Acc Sing Masc
XPPASM	Perf Pass Part Acc Sing Masc
XPPASM	Perf Pass Part Acc Sing Masc
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPASN	Perf Pass Part Acc Sing Neut
XPPDPF	Perf Pass Part Dat Plur Fem
XPPDPM	Perf Pass Part Dat Plur Masc
XPPDPM	Perf Pass Part Dat Plur Masc
XPPDPM	Perf Pass Part Dat Plur Masc
XPPDPN	Perf Pass Part Dat Plur Neut
XPPDSF	Perf Pass Part Dat Sing Fem
XPPDSF	Perf Pass Part Dat Sing Fem
XPPDSF	Perf Pass Part Dat Sing Fem
XPPDSF	Perf Pass Part Dat Sing Fem
XPPDSM	Perf Pass Part Dat Sing Masc
XPPDSM	Perf Pass Part Dat Sing Masc
XPPDSM	Perf Pass Part Dat Sing Masc
XPPDSN	Perf Pass Part Dat Sing Neut
XPPDSN	Perf Pass Part Dat Sing Neut
XPPGPF	Perf Pass Part Gen Plur Fem
XPPGPF	Perf Pass Part Gen Plur Fem
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPM	Perf Pass Part Gen Plur Masc
XPPGPN	Perf Pass Part Gen Plur Neut
XPPGPN	Perf Pass Part Gen Plur Neut
XPPGPN	Perf Pass Part Gen Plur Neut
XPPGPN	Perf Pass Part Gen Plur Neut
XPPGPN	Perf Pass Part Gen Plur Neut
XPPGSF	Perf Pass Part Gen Sing Fem
XPPGSF	Perf Pass Part Gen Sing Fem
XPPGSF	Perf Pass Part Gen Sing Fem
XPPGSF	Perf Pass Part Gen Sing Fem
XPPGSM	Perf Pass Part Gen Sing Masc
XPPGSM	Perf Pass Part Gen Sing Masc
XPPGSM	Perf Pass Part Gen Sing Masc
XPPGSM	Perf Pass Part Gen Sing Masc
XPPGSN	Perf Pass Part Gen Sing Neut
XPPGSN	Perf Pass Part Gen Sing Neut
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPF	Perf Pass Part Nom Plur Fem
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPM	Perf Pass Part Nom Plur Masc
XPPNPN	Perf Pass Part Nom Plur Neut
XPPNPN	Perf Pass Part Nom Plur Neut
XPPNPN	Perf Pass Part Nom Plur Neut
XPPNPN	Perf Pass Part Nom Plur Neut
XPPNPN	Perf Pass Part Nom Plur Neut
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSF	Perf Pass Part Nom Sing Fem
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSM	Perf Pass Part Nom Sing Masc
XPPNSN	Perf Pass Part Nom Sing Neut
XPPNSN	Perf Pass Part Nom Sing Neut
XPPNSN	Perf Pass Part Nom Sing Neut
XPPNSN	Perf Pass Part Nom Sing Neut
XPPNSN	Perf Pass Part Nom Sing Neut
XPPVPM	Perf Pass Part Voc Plur Masc
XPPVSF	Perf Pass Part Voc Sing Fem
XPPVSM	Perf Pass Part Voc Sing Masc
XPS3S	Perf Pass Subj 3rd Sing
YAI1P	Pluperf Act Ind 1st Plur
YAI1S	Pluperf Act Ind 1st Sing
YAI2P	Pluperf Act Ind 2nd Plur
YAI2P	Pluperf Act Ind 2nd Plur
YAI2S	Pluperf Act Ind 2nd Sing
YAI3P	Pluperf Act Ind 3rd Plur
YAI3P	Pluperf Act Ind 3rd Plur
YAI3P	Pluperf Act Ind 3rd Plur
YAI3S	Pluperf Act Ind 3rd Sing
YAI3S	Pluperf Act Ind 3rd Sing
YAI3S	Pluperf Act Ind 3rd Sing
YMI1S	Pluperf Mid Ind 1st Sing
YMI3P	Pluperf Mid Ind 3rd Plur
YMI3P	Pluperf Mid Ind 3rd Plur
YMI3S	Pluperf Mid Ind 3rd Sing
YMI3S	Pluperf Mid Ind 3rd Sing
YMI3S	Pluperf Mid Ind 3rd Sing
YMI3S	Pluperf Mid Ind 3rd Sing
YMI3S	Pluperf Mid Ind 3rd Sing
YMI3S	Pluperf Mid Ind 3rd Sing
YMPASN	Pluperf Mid Part Acc Sing Neut
YMPNPM	Pluperf Mid Part Nom Plur Masc
YMPNSM	Pluperf Mid Part Nom Sing Masc
YMPNSN	Pluperf Mid Part Nom Sing Neut
YPI3S	Pluperf Pass Ind 3rd Sing
YPI3S	Pluperf Pass Ind 3rd Sing
YPI3S	Pluperf Pass Ind 3rd Sing
YPI3S	Pluperf Pass Ind 3rd Sing
YPI3S	Pluperf Pass Ind 3rd Sing
YPP3S	Pluperf Pass Part 3rd Sing
YPPASM	Pluperf Pass Part Acc Sing Masc
